ID_COMUNE,COMUNE,OBS_VALUE,RESIDENTI,SUPERFICIE (KMQ),DENSITA_POPOLAZIONE,DENSITA_INCIDENTI,INCIDENTI_PRO_CAPITE(1000)
1172,Orio Canavese,2,764,7.1541,106.79190953439287,0.2795599726031227,2.617801047120419
1173,Osasco,3,1173,5.4885,213.71959551790107,0.5465974309920744,2.557544757033248
1174,Osasio,1,929,4.5771,202.96694413493262,0.21847894955321057,1.0764262648008611
1175,Oulx,33,3264,99.7857,32.710097739455655,0.33070870876287883,10.11029411764706
1176,Ozegna,9,1187,5.4058,219.57897073513632,1.6648784638721372,7.582139848357203
1177,Palazzo Canavese,3,842,5.0819,165.68606229953363,0.5903303882406187,3.5629453681710217
1178,Pancalieri,4,2005,15.8878,126.19745968604842,0.25176550560807665,1.99501246882793
1179,Parella,4,419,2.6886,155.84318976418953,1.4877631481068214,9.546539379474941
1180,Pavarolo,1,1124,4.4056,255.12983475576542,0.22698383875068096,0.889679715302491
1181,Pavone Canavese,25,3680,11.54,318.89081455805893,2.1663778162911616,6.793478260869565
1183,Pecetto Torinese,17,3992,9.173,435.1902322032051,1.8532650168974163,4.258517034068136
1184,Perosa Argentina,12,3133,26.0906,120.08156194184879,0.45993576230519806,3.830194701563996
1185,Perosa Canavese,5,521,4.708,110.66270178419711,1.0620220900594732,9.596928982725528
1186,Perrero,3,600,63.183,9.496225250462942,0.0474811262523147,5.0
1187,Pertusio,1,747,4.0041,186.55877725331536,0.249744012387303,1.3386880856760375
1188,Pessinetto,11,629,5.3498,117.57448876593517,2.056151631836704,17.488076311605724
1189,Pianezza,137,15446,16.4634,938.2023154390952,8.321488878360485,8.869610255082224
1190,Pinasca,13,2843,34.7183,81.88765002894728,0.3744422970018693,4.57263454097784
1191,Pinerolo,338,35480,50.3376,704.8409141476749,6.714662598137376,9.526493799323562
1192,Pino Torinese,34,8281,21.8196,379.5211644576436,1.558232048250197,4.105784325564545
1193,Piobesi Torinese,13,3823,19.6488,194.5665893082529,0.6616180122959162,3.4004708344232277
1194,Piossasco,118,18102,40.1459,450.9053228349595,2.9392789799207395,6.518616727433432
1195,Piscina,26,3335,9.9034,336.75303431144863,2.625360987135731,7.796101949025488
1196,Piverone,13,1333,11.0343,120.80512583489664,1.1781445130184969,9.752438109527382
1197,Poirino,90,10202,75.6186,134.9138968454851,1.1901833675841658,8.821799647128014
1198,Pomaretto,0,970,8.5611,113.30319701907466,0.0,0.0
1199,Pont Canavese,11,3116,19.0609,163.47601634760164,0.5770976186853716,3.5301668806161746
1200,Porte,15,1076,4.4476,241.9282309560212,3.3726054501304072,13.940520446096654
1201,Pragelato,4,762,89.2017,8.542438092547563,0.04484219471153576,5.2493438320209975
1202,Prali,3,252,72.6092,3.4706345752328907,0.04131707827658203,11.904761904761903
1203,Pralormo,17,1891,29.8455,63.359635455931375,0.5696001072188437,8.989952406134321
1204,Pramollo,1,223,22.4785,9.920590786751784,0.04448695420068065,4.484304932735426
1205,Prarostino,4,1250,10.5052,118.98869131477744,0.38076381220728783,3.2
1206,Prascorsano,1,738,6.2419,118.23323026642528,0.16020762908729713,1.3550135501355014
1207,Pratiglione,0,460,7.8803,58.37341217973935,0.0,0.0
1208,Quagliuzzo,6,327,2.038,160.4514229636899,2.9440628066732093,18.34862385321101
1209,Quassolo,8,338,3.9559,85.44199802826158,2.022295811319801,23.668639053254438
1210,Quincinetto,8,997,17.7879,56.04933690879755,0.44974392705153504,8.02407221664995
1211,Reano,3,1763,6.6658,264.48438296978605,0.45005850760598876,1.7016449234259785
1212,Ribordone,0,48,43.6002,1.1009123811358663,0.0,0.0
1213,Rivalba,6,1124,10.8334,103.75320767256818,0.5538427455831041,5.338078291814947
